# English method dictionary: word<TAB>Traditional Chinese candidate
# Generated from MCK-compatible English keys; project choices may override ambiguous mappings.
aardvark	土豬
serpentine	蛇形
serrated	參差
serum	血清
servant	用人
serve	事奉
server	服務員
service	服務
serviceman	軍人
services	公共設施
serviette	餐巾紙
servile	低三下四
sesame	芝麻
session	會期
set	設定
setback	周折
setting	場景
settle	了結
settled	著落
settlement	定居點
settler	定居者
setup	體系
sevastopol	塞瓦斯托波爾
seven	七
seventeen	十七
seventeenth	第十七
seventh	第七
seventieth	第七十
seventy	七十
sever	斷絕
several	好幾
severally	分頭
severe	劇烈
severely	著實
seville	塞維利亞
sew	司法界
sewage	污水
sewer	下水道
sex	性愛
sexism	重男輕女
sexuality	性感
sexy	性感
seychelles	塞舌爾
sgi	想見我
sh	馬利
shaanxi	陜西
shabby	破舊
shack	棚子
shackles	鎖鏈
shad	鰣
shaddock	柚子
shade	晃
shadow	跟屁蟲
shadowy	有陰影
shady	不三不四
shaft	箭桿
shaggy	毛茸茸
shake	搖動
shale	頁岩
shall	將要
shallot	薤
shallow	粗淺
sham	信函
shamanism	薩滿教
shame	恥辱
shameful	不體面
shameless	不要臉
shamelessly	涎
shampoo	洗髮水
shanghai	上海
shangrila	世外桃源
shantou	汕頭市
shaoxing	紹興市
shape	外形
shaped	狀
shapeless	沒有形狀
share	一部分
sharecropper	佃農
shareware	共享軟體
shark	鯊魚
sharp	利害
sharpen	加劇
sharply	銳利
sharpwitted	聰
shat	小吃
shatter	打碎
shattered	殘缺
shattering	動魄
shave	刮臉
shawl	圍巾
she	那般
shear	剪切
shearing	剪切形變
sheath	套
shed	散出
sheep	胡胡混混
sheepskin	羊皮
sheer	純屬
sheet	一張
sheikdom	酋長國
shelf	架子
shell	蓋子
shellfish	貝類
shelter	收容
shelve	擱置
shelves	檔
shenzhen	深圳
shepherd	牧羊
sheriff	郡治安官
sherry	雪利酒
shield	包庇
shift	轉移
shifting	流動性
shilling	先令
shimmer	淡光
shin	外小腿
shinbone	骭
shine	發光
shingle	木瓦
shingles	帶狀皰疹
shining	彪炳
shiny	發光
ship	羞怯
shipbased	艦載
shipbuilding	造船
shipment	裝船
shipping	裝貨
ships	營運
shipwreck	遇難船
shipyard	造船廠
shirk	逃避
shirt	汗衫
shit	屁話
shiver	發抖
shoal	灘
shock	休克
shocked	怛
shocking	不像話
shockproof	防震
shoe	鞋子
shoehorn	鞋拔
shoemaker	皮鞋匠
shoes	靸
shoot	發射
shooting	交火
shoots	秧
shop	說合
shopcounter	匱
shopkeeper	掌櫃
shopping	購物
shore	海岸
shoreline	海岸線
short	小結
shortage	缺乏
shortcoming	缺點
shortcomingfault	故障
shortcomings	毛病
shortcut	近道
shortduration	簡短
shorten	弄短
shortening	弄短
shortfall	缺口
shorthand	速記
shortly	早日
shorts	短打扮
shortsighted	見識淺
shortterm	短期
shot	中彈
should	理應
shoulder	路肩
shouldertoshoulder	挨肩兒
shout	大喊
shove	推
shovel	鏟子
show	上演
showbiz	娛樂圈
showcase	展現
shower	花灑
showgirl	舞妓
shrapnel	小鋼球
shred	碎布條
shrew	母夜叉
shrewd	乖覺
shrewish	潑辣
shriek	尖叫
shrike	虎不拉
shrimp	對蝦
shrine	神社
shrink	收縮
shrinkage	折耗
shrivel	起皺紋
shriveled	癟
shroud	籠罩
shrub	灌木
shrug	聳
shudder	不寒而慄
shuffle	跕
shun	回避
shut	關上
shutter	快門
shuttle	穿梭
shuttlecock	板羽球
shy	想學嘢
sial	矽鋁層
siam	暹
siamese	暹羅
siberia	西伯利亞
sibling	同胞兄妹
sichuan	巴蜀
sicily	西西裡島
sick	生病
sickbed	病床
sicken	使作嘔
sickle	鐮
sickly	焦黃
sickness	疾病
sickroom	病房
side	那麼樣
sideboard	櫥櫃
sideline	邊線
sideroom	邊廂
sidestep	迴避
sidewalk	人行道
siege	圍城
sieve	篩子
sift	篩
sigh	感遇
sight	情景
sightseeing	觀光
sign	手勢
signal	訊號
signature	簽章
signboard	廣告牌
signet	印章
significance	意義
significant	有意義
significative	語詞
signify	意味著
sikh	錫克
silence	靜默
silent	文靜
silesia	西里西亞
silhouette	身影
silicate	硅酸
silicon	珪
silicone	硅橡膠
silicosis	黑肺病
silk	絲綢
silkcords	紃
silkworm	蠶
sill	門檻
silly	胡涂
silt	泥沙
silver	白銀
silverplated	鍍銀
silversmith	銀匠
silverware	銀器
silvery	像銀
silviculture	森林培育
simarubaceae	樗
similar	同類
similarity	相似
simile	譬喻
simivastasin	辛伐他汀
simmer	滷法
simple	單純
simpleminded	憨
simplification	簡單化
simplify	精簡
simply	只是
simulate	模擬
simulator	模擬器
simultaneous	同日
simultaneously	一齊
sin	新加坡
sinai	西乃
since	以來
sincere	真心
sincerity	心肝
sinecure	散職
sinew	腱子
sing	歌唱
singapore	新加坡
singaporean	新加坡人
singe	燎
singer	歌手
singing	歌詠
single	個別
singleclick	單擊
singleitem	單項
singleminded	專一
sinister	險惡
sink	水槽
sinner	罪人
sinobritish	中英
sinocuban	中古
sinoforeign	中外
sinofrench	中法
sinoitalian	中意
sinokorean	中朝
sinologist	漢學家
sinoturkish	中土
sinter	燒結
sinus	瘺
sinusitis	鼻竇炎
sip	長康邨
siphon	虹吸管
sir	先生
sire	閣下
siren	警報器
sirloin	牛柳
sirs	諸位
siskin	鶸
sister	妹妹
sisterinlaw	大姨子
sisters	姐妹
sit	四葉草
site	所在地
situation	情形
six	長康邨
sixteen	十六
sixteenth	第十六
sixth	第六
sixtieth	第六十
sixty	六十
sixtyfive	六十五
size	大小
skate	滑行
skateboard	滑板
skates	冰鞋
skating	滑行
skein	綹
skeleton	架子
skeptical	多疑
sketch	相聲
sketchy	簡約
skewer	刺穿
ski	時機
skiff	艑
skiing	滑雪
skilift	纜索吊椅
skill	工夫
skilled	精明
skillful	熟練
skim	點水
skimp	敷衍
skimpy	馬虎
skin	成見
skincare	護膚
skinny	瘦骨嶙峋
skip	跳躍
skipper	船長
skirmish	小衝突
skirt	裙子
skirts	裳
skit	上契
skopje	斯科普裡
skull	頭蓋
skunk	臭鼬
sky	星期一
skydiving	特技跳傘
skylark	百靈鳥
skylight	天窗
skyscraper	高樓
slab	板皮
slack	煤渣
slacken	弛緩
slam	上林
slander	中傷
slang	性能
slant	傾斜
slanting	傾側
slap	成立
slash	劃破
slate	板岩
slaughter	殺戮
slaughterer	劊子手
slaughterhouse	屠場
slave	奴隸
slavery	奴役
slavic	斯拉夫
sled	雪撬
sledge	大錘
sledgehammer	榔頭
sleek	光滑
sleep	夢寐
sleeper	睡眠者
sleepiness	睡意
sleeping	睡眠
sleepingmat	笫
sleepwalk	夢遊症
sleepwalking	撒囈掙
sleepy	想睡
sleet	凍雨
sleeve	套筒
sleigh	雪撬
slender	修長
slice	一片
slide	下滑
sliding	下滑
slight	輕微
slightly	有點兒
slim	笑臉
sling	時令
slip	燒臘
slipper	舄
slippers	便鞋
slippery	滑溜
slipstream	氣流
slit	小結
slither	滑行
slob	屁眼兒
slogan	標語
slope	採場
sloppy	馬虎
slough	蛻皮
slovakia	斯洛伐克
slovenia	斯洛文尼亞
slovenly	潦草
slow	拖拉
slowly	慢慢
slowtempered	慢性子
slowwitted	笨
sludge	淤泥
slug	小毛蟲
sluggish	拖拉
sluice	溜槽
sluicegate	洩洪閘
slum	心諗
slumber	睡眠
slump	不景氣
slung	水龍
slurry	淤積
slush	淖
slushie	冰沙
slut	聲律
sly	生冷嘢
smack	拍擊
small	小型
smallest	最少
smallminded	小家子氣
smallpox	天花
smallscale	小範圍
smart	心靈
smartonevodafone	數碼通
smartweed	蓼
smash	打破
smashed	砸
smatterer	半瓶醋
smear	弄髒
smell	聞到
smelly	臭
smelt	鍊
smile	笑容
smiling	忍俊
smilingly	粲
smirk	暗喜
smith	工匠
smock	罩衫
smog	馬可仕
smoke	雲煙
smokers	煙民
smokescreen	煙幕
smoking	吸煙
smooth	通順
smoothie	冰沙
smoothly	順當
smother	悶
smuggle	走私
snack	小吃
snacks	雜食
snag	釘子
snaggletooth	參差
snail	蝸牛
snake	蛇
snakefish	鱧
snap	聲納
snare	誘陷
snarl	怒吼
snatch	奪取
sneak	潛行
sneaker	運動鞋
sneaky	鬼鬼祟祟
sneer	冷笑
sneeze	打噴嚏
snicker	暗笑
sniff	吸氣
snigger	暗笑
snipe	鵻
sniper	狙擊手
snivel	哭臉
snmp	小兒麻痹
snooker	斯諾克
snore	打呼
snort	作哼聲
snot	鼻屎
snow	雪
snowball	雪球
snowboard	雪板
snowflake	雪花
snowflakes	霙
snowing	下雪
snowstorm	暴風雪
snowy	似雪
snub	冷落
snuff	鼻煙
snug	舒適
so	這麼
soak	吸掉
soaked	浹
soap	肥皂
soar	上升
soaring	昂
sob	長短腳
sobbing	喤
sober	清醒
socalled	所謂
soccer	足球
social	社會
socialism	社會主義
socialist	社會主義者
socialization	社會化
socialize	社會化
society	學會
sociology	社會學
sock	短襪
socket	插座
socks	襪子
sod	長氣
soda	汽水
sodium	鈉
sodom	索多瑪
sodomy	男色
sofa	沙發
soft	輕柔
softball	壘球
soften	變軟
softly	輕聲
software	軟體
softwood	軟木
soil	土壤
soiled	褸
sojourn	作客
solar	太陽
sold	心安理得
solder	焊合
soldier	士兵
soldiers	兵員
sole	龍利
solely	光是
solemn	嚴正
solemnity	嚴肅
solenoid	感應線圈
solfege	唱名
solicit	徵求
solicitor	事務律師
solicitous	勤勤
solicitously	殷勤
solid	立體
solidify	凝結
soliloquize	自言自語
solitary	孤獨
solo	獨唱
solstice	日至
solubility	可溶性
soluble	溶解性
solution	解決方法
solve	解手
solvent	溶劑
somalia	索馬裡
somber	陰暗
sombre	凄清
some	一些
somehow	不知何故
someone	有人
somersault	打跟頭
something	甚麼
sometime	日後
sometimes	有時
somewhat	有一些
somewhere	某處
somniloquy	撒囈掙
son	上岸
sonata	奏鳴曲
song	信仰
songbird	鳴禽
songs	謳
songwriter	作曲家
soninlaw	婿
sonnet	十四行詩
sonorant	響音
sonorous	鏗鏘
sony	聯合院道
soon	不久
soot	煤灰
sooth	寬慰
soothe	舒緩
sophisticated	渾圓
soprano	女高音
sorbet	冰糕
sorcerer	妖人
sorceress	仙姑
sorcery	邪術
sordid	污穢
sore	傷心
sores	瘍
sorghum	高梁
sorrow	悲愴
sorrowful	悲傷
sorrowing	憂傷
sorry	對不起
sort	種類
soso	馬馬虎虎
soto	所多
sough	蕭瑟
soul	心靈
soulsearching	反省
sound	一聲
soundabsorbing	吸音
soundbox	音箱
sounding	水深
soundproofing	隔音
soup	羹湯
sour	變苦
source	來源
south	向南
southeast	東南
southern	南方
southward	向南
southwest	西南
southwestward	向西南
souvenir	表記
sovereign	具有主權
sovereignty	主權
sow	聯合國
soy	大豆
soyo	取信於人
spa	尚比亞
space	太空
spacecraft	宇宙飛船
spacer	墊片
spaceship	太空船
spacewalk	太空行走
spacious	寬大
spade	黑桃
spaghetti	意大利粉
spain	西班牙
spam	水文
span	上班
spangle	金光閃爍
spaniel	獚
spanish	西文
spank	一巴掌
spanner	扳子
spare	備用
spares	零件
spark	手帕
sparkle	火花
sparkling	皦
sparrow	麻雀
sparse	疏落
sparta	斯巴達
spasm	抽風
spat	三八
spate	段汛期
spawn	卵
speak	說話
speaker	演說者
spear	戈
spearhead	矛頭
spearmint	留蘭香
spearshaft	籚
special	特定
specialist	專人
specialization	特化
specialize	專門
specialized	專門
specially	特地
specialty	專長
species	種類
specific	個別
specification	格式
specifics	詳情
specify	指定
specimen	樣本
specious	似是而非
speck	點子
speckle	小斑點
spectacle	奇觀
spectacles	眼鏡
spectacular	壯觀
spectator	觀眾
specter	幽靈
spectrogram	頻譜
spectrograph	光譜儀
spectrometer	光譜儀
spectroscopy	譜學
spectrum	光譜
speculate	推測
speculation	推測
speculative	推理
speculum	燧
speech	說話
speechless	說不出話來
speed	快慢
speedboat	快艇
speedy	迅速
spell	拼寫
spelling	寫法
spend	度過
spendthrift	敗家子
spent	用光
sperm	精子
spermatophore	精囊
spermatozoon	精子
sphere	球面
spherical	圓
sphingolipid	鞘脂
sphinx	人頭獅身
sphygmometer	血壓計
spice	香料
spices	虀
spicy	辛辣
spider	蜘蛛
spiderman	蜘蛛雄
spike	長釘
spill	潑掉
spin	上便
spinach	菠菜
spindle	紡錘
spindrift	浪花
spine	背骨
spinster	老處女
spiral	盤旋
spire	尖塔
spirit	心靈
spirited	歡實
spiritless	萎
spirits	酒
spiritual	心靈上
spiritus	醑
spit	是必
spiteful	刻毒
spittle	口沫
spittoon	痰盂
splash	濺開
spleen	脾臟
splendid	美妙
splendor	光彩
splice	膠接
splinter	碎片
split	分開
splutter	批哩啪啦
spoil	變壞
spoiled	壞
spoils	贓
spokes	轑
spokesman	發言人
spokesperson	發言人
sponge	海綿
spongey	鬆軟
spongy	海綿狀
sponsor	資助
spooky	怪異嚇人
spoon	生番
spoonful	一匙
spoor	足跡
sporadic	時斷時續
spore	孢子
sports	體育
sportsman	運動家
sportswear	運動服
spot	點子
spotlight	聚光
spotted	斑
spouse	對偶
spout	高談闊論
sprain	扭傷
spray	浪花
sprayhead	噴頭
spread	使蔓延
spreadsheet	試算表
sprightful	扢
spring	發條
springboard	跳板
springfield	斯普林菲爾德
springtime	春季
sprinkle	散落
sprinkler	水槍
sprint	衝刺
sprite	雪碧
sprout	出苗
sprouts	秧
spruce	雲杉
spry	輕快
spun	生番
spur	帶動
spurn	厭棄
spurned	唾棄
spurt	衝刺
sputtering	濺射
spy	小朋友
spying	間諜活動
spyrochete	螺旋體
spyware	間諜軟件
squabble	拌嘴
squad	班
squadron	隊
squander	浪費
squanderer	浪費者
square	正方形
squarekilometer	平方公裡
squash	壓扁
squat	蹲踞
squeak	吱吱聲
squeal	尖聲啼哭
squeamish	嬌氣
squeeze	壓扁
squib	爆管
squid	墨魚
squint	對眼
squire	鄉紳
squirm	蠕動
squirming	蠕蠕
squirrel	松鼠
sro	長足
sshaped	蛇形
stab	馬首是瞻
stability	安定
stabilization	安定化
stabilize	安定
stabilized	安定
stable	平穩
stack	碼
stadium	比賽場
staff	人員
stag	雄鹿
stage	發動
stagflation	滯脹
stagger	蹣跚
staggered	分期
stagnating	故步自封
staid	穩重
stain	色斑
stair	樓梯
staircase	樓梯
stairs	階
stake	樁
stakes	賭注
staking	綁架
stalactite	鐘乳石
stalagmite	石筍
stale	不新鮮
stalinism	斯大林主義
stalk	莖干
stall	陳列臺
stallion	騭
stallkeeper	攤商
stalwart	剛毅
stamen	花蕊
stamina	體能
stammer	口吃
stammering	斷斷續續
stammeringly	結結巴巴
stamp	大印
stampede	驚濤
stan	蘇丹
stance	站姿
stand	站立
standard	本位
standardization	標準化
standardize	規范化
standardscompliant	符合標準
standing	豎式
standoff	火藥味甚濃
standoffish	愛理不理
standpoint	立場
stanza	一節詩
staphylococcus	葡萄球菌
staple	名產
stapler	訂書機
star	明星
starch	澱粉
starchy	麵糊
stare	凝視
stark	僵硬
starlight	星光
starling	椋鳥
starry	多星
stars	星斗
start	下手
startle	駭
startled	嚇一跳
startling	噩
starvation	餓死
starve	餓肚子
starving	忍飢挨餓
state	國家
statecraft	王道
stately	莊嚴
statement	說法
stateowned	國有
staterun	國立
statesman	政治家
static	噪音
statics	靜力學
station	駐地
stationed	紮營
stationer	文具商
stationery	文具
statism	國家主義
statistics	統計
statue	塑像
stature	個子
status	地位
statute	成文法
statutory	成文
staunch	堅定
stave	五線譜
stay	四川牛肉
steadfast	不移
steadfastness	堅定性
steadily	穩步
steady	平穩
steak	魚排
steal	偷去
stealthily	偷偷
steam	水汽
steamboat	汽船
steamer	蒸汽機
steaming	騰騰
steamship	輪船
stearate	硬脂酸
steed	駿馬
steel	鋼鐵
steelyard	稱
steep	險峻
steeple	尖頂
steer	把舵
steerage	統艙
steersman	船老大
stele	碑
stem	松花江
stench	臭氣
stendhal	司湯達
stenographer	速記員
step	走步
stepmother	後母
steppe	畯
stereogram	立體圖
stereotype	陳詞濫調
sterile	無菌的
sterility	不育性
sterilization	殺菌作用
sterilize	消毒
sterling	純品
stern	嚴竣
sternly	嚴正
sternum	胸骨
sternutator	噴嚏劑
steroid	類固醇
sterols	醇
stethoscope	聽診器
stew	滷法
steward	男服務員
stewardess	女服物員
stewardship	管家職務
stibene	菧
stick	棒子
sticker	招貼
stickinthemud	泥古
sticky	膠粘
stiff	直殭
stiffen	變硬
stiffness	剛度
stifle	窒息
still	還是
stillbirth	死產
stillborn	殰
stillness	靜止
stimulant	興奮劑
stimulate	振作
stimulus	刺激物
sting	上庭
stingy	小氣
stink	發臭
stinking	臭烘烘
stipulate	規定
stir	轟動
stirrup	馬蹬
stitch	針法
stoat	鼪
stock	陳腐
stockade	寨
stockholder	股東
stocking	長襪
stockings	長統襪
stockpile	料堆
stolen	偷去
stolon	根莖
stoma	氣孔
stomach	肚子
stomachache	腹痛
stone	結石
stony	石質
stonybroke	不名一文
stool	凳子
stoop	門廊
stop	中止
stopgo	斷斷續續
stopover	耽擱
stopwatch	跑錶
storage	存儲
store	商號
storehouse	料倉
storeroom	庫房
storey	樓層
stork	新地樂
storm	風暴
story	報導
stout	肥碩
stove	火爐
stragglers	散兵
straighaway	一徑
straight	一徑
straighten	弄直
straightforward	直接
straightly	直
straightway	立刻
strain	拉緊
strained	緊張
strait	海峽
strand	一串
stranded	受困
strange	不熟悉
strangelooking	眼生
stranger	生人
strangle	勒脖子
strap	皮帶
strasbourg	斯特拉斯堡
stratagem	計策
strategic	戰略性
strategy	戰略
stratification	層理
stratosphere	平流層
stratum	層子
strauss	施特勞斯
straw	吸管
strawberry	士多啤利
stray	遊蕩
streak	線條
streaks	彪
stream	水流
streamer	飾帶
streamline	流線型
street	大街
streetcar	輕軌
strength	實力
strengthen	加強
strenuous	費勁
stress	著重
stretch	張開
stretcher	擔架床
stricken	被侵害
strict	嚴格
stride	大步走
strife	爭吵
strike	打擊
string	線繩
stringent	嚴格
stringer	特約記者
strip	長條
stripe	條紋
striped	有條紋
stripes	彪
strive	盡力而為
strobile	松果
strobilus	松果
stroke	中風
stroll	轉悠
stroller	娃娃車
stromatolite	疊層石
strong	強有力
strongbox	保險櫃
stronghold	要塞
stronglyworded	措辭強硬
struck	打中
structuralism	結構主義
